locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDJKFJDK_03623	CDS	1506				hypothetical protein
PDJKFJDK_03624	CDS	1245	fsr			Fosmidomycin resistance protein
PDJKFJDK_03625	CDS	336	isdG	1.14.14.18		Heme oxygenase (staphylobilin-producing)
PDJKFJDK_03626	CDS	429				hypothetical protein
PDJKFJDK_03627	CDS	1326	cobB_2	6.3.5.9		Hydrogenobyrinate a,c-diamide synthase
PDJKFJDK_03628	CDS	801	cobM	2.1.1.133		Precorrin-4 C(11)-methyltransferase
PDJKFJDK_03629	CDS	444				hypothetical protein
PDJKFJDK_03630	CDS	909	hdfR_1			HTH-type transcriptional regulator HdfR
PDJKFJDK_03631	CDS	1092				hypothetical protein
PDJKFJDK_03632	CDS	411				hypothetical protein
PDJKFJDK_03633	CDS	1236	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
PDJKFJDK_03634	CDS	1293	oxlT_4			Oxalate:formate antiporter
PDJKFJDK_03635	CDS	846	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PDJKFJDK_03636	CDS	1596	hpxW	3.5.1.126	COG0405	Oxamate amidohydrolase proenzyme
PDJKFJDK_03637	CDS	315				hypothetical protein
PDJKFJDK_03638	CDS	1881	htpG		COG0326	Chaperone protein HtpG
PDJKFJDK_03639	CDS	219				hypothetical protein
PDJKFJDK_03640	CDS	300				hypothetical protein
PDJKFJDK_03641	CDS	879	gltX_3	6.1.1.17	COG0008	Glutamate--tRNA ligase
PDJKFJDK_03642	CDS	492				hypothetical protein
PDJKFJDK_03643	CDS	2094				hypothetical protein
PDJKFJDK_03644	CDS	1266	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
PDJKFJDK_03645	CDS	1143	alr	5.1.1.1	COG0787	Alanine racemase
PDJKFJDK_03646	CDS	450	lrp		COG1522	Leucine-responsive regulatory protein
PDJKFJDK_03647	CDS	267				hypothetical protein
PDJKFJDK_03648	tRNA	76				tRNA-Met(cat)
PDJKFJDK_03649	CDS	396				hypothetical protein
PDJKFJDK_03650	CDS	213				hypothetical protein
PDJKFJDK_03651	CDS	102				hypothetical protein
PDJKFJDK_03652	CDS	219				hypothetical protein
PDJKFJDK_03653	CDS	306				hypothetical protein
PDJKFJDK_03654	CDS	1047				hypothetical protein
PDJKFJDK_03655	CDS	711				hypothetical protein
PDJKFJDK_03656	CDS	363				hypothetical protein
PDJKFJDK_03657	CDS	252				hypothetical protein
PDJKFJDK_03658	CDS	240				hypothetical protein
PDJKFJDK_03659	CDS	456				hypothetical protein
PDJKFJDK_03660	CDS	210				hypothetical protein
PDJKFJDK_03661	CDS	279				hypothetical protein
PDJKFJDK_03662	CDS	192				hypothetical protein
PDJKFJDK_03663	CDS	207				hypothetical protein
PDJKFJDK_03664	CDS	204				hypothetical protein
PDJKFJDK_03665	CDS	309				hypothetical protein
PDJKFJDK_03666	CDS	501	mntR		COG1321	Transcriptional regulator MntR
PDJKFJDK_03667	CDS	1335	mntH			Divalent metal cation transporter MntH
PDJKFJDK_03668	CDS	639				hypothetical protein
PDJKFJDK_03669	CDS	891	cysL_1		COG0583	HTH-type transcriptional regulator CysL
PDJKFJDK_03670	CDS	1326				hypothetical protein
PDJKFJDK_03671	CDS	402				hypothetical protein
PDJKFJDK_03672	CDS	420				hypothetical protein
PDJKFJDK_03673	CDS	1818	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
PDJKFJDK_03674	CDS	561				hypothetical protein
PDJKFJDK_03675	CDS	825	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
PDJKFJDK_03676	CDS	561				hypothetical protein
PDJKFJDK_03677	CDS	1773				hypothetical protein
PDJKFJDK_03678	CDS	1077	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PDJKFJDK_03679	CDS	1671				hypothetical protein
PDJKFJDK_03680	CDS	843				hypothetical protein
PDJKFJDK_03681	CDS	243				hypothetical protein
PDJKFJDK_03682	CDS	429				hypothetical protein
PDJKFJDK_03683	CDS	765	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
PDJKFJDK_03684	CDS	858	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDJKFJDK_03685	CDS	855	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
PDJKFJDK_03686	CDS	1005	corA_2		COG0598	Magnesium transport protein CorA
PDJKFJDK_03687	CDS	546	yciF_2		COG3685	Protein YciF
PDJKFJDK_03688	CDS	282				hypothetical protein
PDJKFJDK_03689	CDS	477				hypothetical protein
PDJKFJDK_03690	CDS	915				hypothetical protein
PDJKFJDK_03691	CDS	249				hypothetical protein
PDJKFJDK_03692	CDS	2049	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_03693	CDS	150				hypothetical protein
PDJKFJDK_03694	CDS	921				hypothetical protein
PDJKFJDK_03695	CDS	573				hypothetical protein
PDJKFJDK_03696	CDS	837	cpo	1.11.1.10		Non-heme chloroperoxidase
PDJKFJDK_03697	CDS	633				hypothetical protein
PDJKFJDK_03698	CDS	219				hypothetical protein
PDJKFJDK_03699	CDS	234				hypothetical protein
PDJKFJDK_03700	CDS	249				hypothetical protein
PDJKFJDK_03701	CDS	735	modB		COG4149	Molybdenum transport system permease protein ModB
PDJKFJDK_03702	CDS	657				hypothetical protein
PDJKFJDK_03703	CDS	1095	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
PDJKFJDK_03704	CDS	753				hypothetical protein
PDJKFJDK_03705	CDS	1050	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
PDJKFJDK_03706	CDS	891	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
PDJKFJDK_03707	CDS	252				hypothetical protein
PDJKFJDK_03708	CDS	288				hypothetical protein
PDJKFJDK_03709	CDS	1128	dhmA	3.8.1.5		Haloalkane dehalogenase
PDJKFJDK_03710	CDS	1506	dauA		COG0659	C4-dicarboxylic acid transporter DauA
PDJKFJDK_03711	CDS	822				hypothetical protein
PDJKFJDK_03712	CDS	717	yohK		COG1346	Inner membrane protein YohK
PDJKFJDK_03713	CDS	387				hypothetical protein
PDJKFJDK_03714	CDS	477				hypothetical protein
PDJKFJDK_03715	CDS	729				hypothetical protein
PDJKFJDK_03716	CDS	2589	lptD			LPS-assembly protein LptD
PDJKFJDK_03717	CDS	1089	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
PDJKFJDK_03718	CDS	1170				hypothetical protein
PDJKFJDK_03719	CDS	1494	pepA_2	3.4.11.1	COG0260	Cytosol aminopeptidase
PDJKFJDK_03720	CDS	801				hypothetical protein
PDJKFJDK_03721	CDS	1737	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PDJKFJDK_03722	CDS	1047				hypothetical protein
PDJKFJDK_03723	CDS	894				hypothetical protein
PDJKFJDK_03724	CDS	780				hypothetical protein
PDJKFJDK_03725	CDS	1044				hypothetical protein
PDJKFJDK_03726	CDS	1164	aspC_2	2.6.1.1	COG0436	Aspartate aminotransferase
PDJKFJDK_03727	CDS	885				hypothetical protein
PDJKFJDK_03728	CDS	3123	rne	3.1.26.12		Ribonuclease E
PDJKFJDK_03729	CDS	1320	amiC_3	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
PDJKFJDK_03730	CDS	2418	mrcA		COG5009	Penicillin-binding protein 1A
PDJKFJDK_03731	CDS	1113	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
PDJKFJDK_03732	CDS	1260	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
PDJKFJDK_03733	CDS	105				hypothetical protein
PDJKFJDK_03734	CDS	1119				hypothetical protein
PDJKFJDK_03735	CDS	651	paoA_3	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
PDJKFJDK_03736	CDS	975	paoB_3	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
PDJKFJDK_03737	CDS	2235	paoC_3	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
PDJKFJDK_03738	CDS	255				hypothetical protein
PDJKFJDK_03739	CDS	1341	adeP		COG2252	Adenine permease AdeP
PDJKFJDK_03740	CDS	204				hypothetical protein
PDJKFJDK_03741	CDS	1077				hypothetical protein
PDJKFJDK_03742	CDS	225				hypothetical protein
PDJKFJDK_03743	CDS	1170				hypothetical protein
PDJKFJDK_03744	CDS	1686	mdoG_3		COG3131	Glucans biosynthesis protein G
PDJKFJDK_03745	CDS	2163	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
PDJKFJDK_03746	tRNA	90				tRNA-Ser(tga)
PDJKFJDK_03747	CDS	1068	xerC_7			Tyrosine recombinase XerC
PDJKFJDK_03748	CDS	708				hypothetical protein
PDJKFJDK_03749	CDS	1164	moaA_3			GTP 3',8-cyclase
PDJKFJDK_03750	CDS	2649				hypothetical protein
PDJKFJDK_03751	CDS	525				hypothetical protein
PDJKFJDK_03752	CDS	843		3.5.1.-	COG3394	Carbohydrate deacetylase
PDJKFJDK_03753	CDS	1425	miaB_2	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PDJKFJDK_03754	CDS	1197				hypothetical protein
PDJKFJDK_03755	CDS	624				hypothetical protein
PDJKFJDK_03756	CDS	1134				hypothetical protein
PDJKFJDK_03757	CDS	1194	strB1	2.1.4.2	COG1834	Inosamine-phosphate amidinotransferase 1
PDJKFJDK_03758	CDS	213				hypothetical protein
PDJKFJDK_03759	CDS	612	yibF		COG0625	putative GST-like protein YibF
PDJKFJDK_03760	CDS	1143				hypothetical protein
PDJKFJDK_03761	CDS	222				hypothetical protein
PDJKFJDK_03762	CDS	927				hypothetical protein
PDJKFJDK_03763	CDS	618				hypothetical protein
PDJKFJDK_03764	CDS	474	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
PDJKFJDK_03765	CDS	867	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PDJKFJDK_03766	CDS	1500				hypothetical protein
PDJKFJDK_03767	CDS	1593	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
PDJKFJDK_03768	CDS	429				hypothetical protein
PDJKFJDK_03769	CDS	966	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PDJKFJDK_03770	CDS	1236	lnrM		COG0842	Linearmycin resistance permease protein LnrM
PDJKFJDK_03771	CDS	1209				hypothetical protein
PDJKFJDK_03772	CDS	579				hypothetical protein
PDJKFJDK_03773	CDS	888	ipuF	3.4.-.-		Gamma-glutamyl-L-1-hydroxyisopropylamide hydrolase
PDJKFJDK_03774	CDS	1539	crtNb	1.14.99.44		4,4'-diapolycopene oxygenase
PDJKFJDK_03775	CDS	816				hypothetical protein
PDJKFJDK_03776	CDS	1146	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
PDJKFJDK_03777	CDS	1128	ppx	3.6.1.11	COG0248	Exopolyphosphatase
PDJKFJDK_03778	CDS	432				hypothetical protein
PDJKFJDK_03779	CDS	720	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
PDJKFJDK_03780	CDS	1806	adeC	3.5.4.2		Adenine deaminase
PDJKFJDK_03781	CDS	888				hypothetical protein
PDJKFJDK_03782	CDS	1482	hsrA			putative transport protein HsrA
PDJKFJDK_03783	CDS	528				hypothetical protein
PDJKFJDK_03784	CDS	252				hypothetical protein
PDJKFJDK_03785	CDS	1518	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PDJKFJDK_03786	CDS	1296	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
PDJKFJDK_03787	CDS	1677				hypothetical protein
PDJKFJDK_03788	CDS	390				hypothetical protein
PDJKFJDK_03789	CDS	1524	adh_1	1.2.1.3	COG1012	Aldehyde dehydrogenase
PDJKFJDK_03790	CDS	1803	dap	3.4.11.19		D-aminopeptidase
PDJKFJDK_03791	CDS	636				hypothetical protein
PDJKFJDK_03792	CDS	1212	bcr			Bicyclomycin resistance protein
PDJKFJDK_03793	CDS	741	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
PDJKFJDK_03794	CDS	555	comR			HTH-type transcriptional repressor ComR
PDJKFJDK_03795	CDS	903			COG1305	putative protein
PDJKFJDK_03796	CDS	2556			COG2307	putative protein
PDJKFJDK_03797	CDS	3348				hypothetical protein
PDJKFJDK_03798	CDS	1161			COG4307	putative protein
PDJKFJDK_03799	CDS	693				hypothetical protein
PDJKFJDK_03800	CDS	210				hypothetical protein
PDJKFJDK_03801	CDS	1383				hypothetical protein
PDJKFJDK_03802	CDS	993	ssuA_2			Putative aliphatic sulfonates-binding protein
PDJKFJDK_03803	CDS	969	ssuA_3			Putative aliphatic sulfonates-binding protein
PDJKFJDK_03804	CDS	1176	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
PDJKFJDK_03805	CDS	792	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PDJKFJDK_03806	CDS	849	ssuC_4		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PDJKFJDK_03807	CDS	978	ssuA_4			Putative aliphatic sulfonates-binding protein
PDJKFJDK_03808	CDS	570	sfnF	1.5.1.42	COG0431	NADH-dependent FMN reductase SfnF
PDJKFJDK_03809	CDS	1176	ydhP_1		COG2814	Inner membrane transport protein YdhP
PDJKFJDK_03810	CDS	705				hypothetical protein
PDJKFJDK_03811	CDS	801	tatC		COG0805	Sec-independent protein translocase protein TatC
PDJKFJDK_03812	CDS	477	tatB			Sec-independent protein translocase protein TatB
PDJKFJDK_03813	CDS	300	tatA			Sec-independent protein translocase protein TatA
PDJKFJDK_03814	CDS	1029	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
PDJKFJDK_03815	CDS	1419				hypothetical protein
PDJKFJDK_03816	CDS	1770	argS	6.1.1.19		Arginine--tRNA ligase
PDJKFJDK_03817	CDS	552				hypothetical protein
PDJKFJDK_03818	CDS	267				hypothetical protein
PDJKFJDK_03819	CDS	486				hypothetical protein
PDJKFJDK_03820	CDS	516				hypothetical protein
PDJKFJDK_03821	CDS	1254				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
PDJKFJDK_03822	CDS	327	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
PDJKFJDK_03823	CDS	1869				hypothetical protein
PDJKFJDK_03824	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
PDJKFJDK_03825	CDS	1410	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
PDJKFJDK_03826	CDS	354				hypothetical protein
PDJKFJDK_03827	CDS	690				hypothetical protein
PDJKFJDK_03828	CDS	567				hypothetical protein
PDJKFJDK_03829	CDS	1338				hypothetical protein
PDJKFJDK_03830	CDS	759				hypothetical protein
PDJKFJDK_03831	CDS	90				hypothetical protein
PDJKFJDK_03832	CDS	804				hypothetical protein
PDJKFJDK_03833	CDS	903	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PDJKFJDK_03834	CDS	3264	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_03835	CDS	1254	amiC_4			Aliphatic amidase expression-regulating protein
PDJKFJDK_03836	CDS	927	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PDJKFJDK_03837	CDS	1182				hypothetical protein
PDJKFJDK_03838	CDS	789	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PDJKFJDK_03839	CDS	747	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PDJKFJDK_03840	CDS	1017	metXA_4	2.3.1.31	COG2021	Homoserine O-acetyltransferase
PDJKFJDK_03841	CDS	1230	fmdA	3.5.1.49		Formamidase
PDJKFJDK_03842	CDS	318				hypothetical protein
PDJKFJDK_03843	CDS	903				hypothetical protein
PDJKFJDK_03844	CDS	957				hypothetical protein
PDJKFJDK_03845	CDS	882	ssuC_5		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PDJKFJDK_03846	CDS	780	cmpD_2	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
PDJKFJDK_03847	CDS	840				hypothetical protein
PDJKFJDK_03848	CDS	1362				hypothetical protein
PDJKFJDK_03849	CDS	252				hypothetical protein
PDJKFJDK_03850	CDS	747	kdpE		COG0745	Transcriptional regulatory protein KdpE
PDJKFJDK_03851	CDS	2718	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
PDJKFJDK_03852	CDS	606	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
PDJKFJDK_03853	CDS	2091	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
PDJKFJDK_03854	CDS	201				hypothetical protein
PDJKFJDK_03855	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
PDJKFJDK_03856	CDS	90				hypothetical protein
PDJKFJDK_03857	CDS	1185	ackA_2	2.7.2.1	COG0282	Acetate kinase
PDJKFJDK_03858	CDS	777	iclR		COG1414	Transcriptional repressor IclR
PDJKFJDK_03859	CDS	1776	xsc	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
PDJKFJDK_03860	CDS	543				hypothetical protein
PDJKFJDK_03861	CDS	1290				hypothetical protein
PDJKFJDK_03862	CDS	339				hypothetical protein
PDJKFJDK_03863	CDS	1206	msrP	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PDJKFJDK_03864	CDS	1074				hypothetical protein
PDJKFJDK_03865	CDS	1389	abaF			Fosfomycin resistance protein AbaF
PDJKFJDK_03866	CDS	1692	alkJ	1.1.99.-		Alcohol dehydrogenase [acceptor]
PDJKFJDK_03867	CDS	213				hypothetical protein
PDJKFJDK_03868	CDS	864	gltC_3			HTH-type transcriptional regulator GltC
PDJKFJDK_03869	CDS	1308	sauU_2			putative sulfoacetate transporter SauU
PDJKFJDK_03870	CDS	1494	sauS	1.2.1.81	COG1012	Sulfoacetaldehyde dehydrogenase (acylating)
PDJKFJDK_03871	CDS	1167	sucC_3	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
PDJKFJDK_03872	CDS	906	sucD_3	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
PDJKFJDK_03873	CDS	228				hypothetical protein
PDJKFJDK_03874	CDS	828				hypothetical protein
PDJKFJDK_03875	CDS	1278	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
PDJKFJDK_03876	CDS	723				hypothetical protein
PDJKFJDK_03877	CDS	1080				hypothetical protein
PDJKFJDK_03878	CDS	750				hypothetical protein
PDJKFJDK_03879	CDS	135				hypothetical protein
PDJKFJDK_03880	CDS	264				hypothetical protein
PDJKFJDK_03881	CDS	423				hypothetical protein
PDJKFJDK_03882	CDS	1077				hypothetical protein
PDJKFJDK_03883	CDS	558				hypothetical protein
PDJKFJDK_03884	CDS	852	cmpB_2			Bicarbonate transport system permease protein CmpB
PDJKFJDK_03885	CDS	1227				hypothetical protein
PDJKFJDK_03886	CDS	771	cmpD_3	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
PDJKFJDK_03887	CDS	1455				hypothetical protein
PDJKFJDK_03888	CDS	1404	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
PDJKFJDK_03889	CDS	771	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PDJKFJDK_03890	CDS	882	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PDJKFJDK_03891	CDS	1044				hypothetical protein
PDJKFJDK_03892	CDS	1374				hypothetical protein
PDJKFJDK_03893	CDS	762	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PDJKFJDK_03894	CDS	1275	sfnC_3	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
PDJKFJDK_03895	CDS	945				hypothetical protein
PDJKFJDK_03896	CDS	4689				hypothetical protein
PDJKFJDK_03897	CDS	933	feaR_1		COG2207	Transcriptional activator FeaR
PDJKFJDK_03898	CDS	477	hspX		COG0071	Alpha-crystallin
PDJKFJDK_03899	CDS	819				hypothetical protein
PDJKFJDK_03900	CDS	813				hypothetical protein
PDJKFJDK_03901	CDS	450				hypothetical protein
PDJKFJDK_03902	CDS	327				hypothetical protein
PDJKFJDK_03903	CDS	225				hypothetical protein
PDJKFJDK_03904	CDS	861				hypothetical protein
PDJKFJDK_03905	CDS	690	fixK_2		COG0664	Nitrogen fixation regulation protein FixK
PDJKFJDK_03906	CDS	609	fixJ			Transcriptional regulatory protein FixJ
PDJKFJDK_03907	CDS	1527	fixL_2	2.7.13.3		Sensor protein FixL
PDJKFJDK_03908	CDS	861				hypothetical protein
PDJKFJDK_03909	CDS	1056	rpfG_2	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
PDJKFJDK_03910	CDS	2751	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_03911	CDS	1422				hypothetical protein
PDJKFJDK_03912	CDS	609				hypothetical protein
PDJKFJDK_03913	CDS	594				hypothetical protein
PDJKFJDK_03914	CDS	1122	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
PDJKFJDK_03915	CDS	111				hypothetical protein
PDJKFJDK_03916	CDS	606				hypothetical protein
PDJKFJDK_03917	CDS	747	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
PDJKFJDK_03918	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PDJKFJDK_03919	CDS	1245				hypothetical protein
PDJKFJDK_03920	CDS	996				hypothetical protein
PDJKFJDK_03921	CDS	732	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
PDJKFJDK_03922	CDS	1221				hypothetical protein
PDJKFJDK_03923	CDS	1170	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
PDJKFJDK_03924	CDS	1086	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PDJKFJDK_03925	CDS	1023	mamB			Magnetosome protein MamB
PDJKFJDK_03926	CDS	429				hypothetical protein
PDJKFJDK_03927	CDS	429				hypothetical protein
PDJKFJDK_03928	CDS	249				hypothetical protein
PDJKFJDK_03929	CDS	1890		3.2.1.28	COG3387	Trehalase
PDJKFJDK_03930	CDS	258				hypothetical protein
PDJKFJDK_03931	CDS	1167	agaAII	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
PDJKFJDK_03932	CDS	1014	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PDJKFJDK_03933	CDS	963	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
PDJKFJDK_03934	CDS	999				hypothetical protein
PDJKFJDK_03935	CDS	1068	ansB	3.5.1.1	COG0252	putative L-asparaginase periplasmic
PDJKFJDK_03936	CDS	1557	clsB	2.7.8.-		Cardiolipin synthase B
PDJKFJDK_03937	CDS	699				hypothetical protein
PDJKFJDK_03938	CDS	402				hypothetical protein
PDJKFJDK_03939	CDS	726				hypothetical protein
PDJKFJDK_03940	CDS	405				hypothetical protein
PDJKFJDK_03941	CDS	648	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
PDJKFJDK_03942	CDS	2004	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
PDJKFJDK_03943	CDS	1248				hypothetical protein
PDJKFJDK_03944	CDS	1335	yhjE_2			Inner membrane metabolite transport protein YhjE
PDJKFJDK_03945	CDS	3063	ttgB		COG0841	putative efflux pump membrane transporter TtgB
PDJKFJDK_03946	CDS	1140	bepF_5			Efflux pump periplasmic linker BepF
PDJKFJDK_03947	CDS	1164	mdtA_4			Multidrug resistance protein MdtA
PDJKFJDK_03948	CDS	561				hypothetical protein
PDJKFJDK_03949	CDS	711	degU		COG2197	Transcriptional regulatory protein DegU
PDJKFJDK_03950	CDS	1215				hypothetical protein
PDJKFJDK_03951	CDS	684	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
PDJKFJDK_03952	CDS	762	lnrK_3		COG2197	Transcriptional regulatory protein LnrK
PDJKFJDK_03953	CDS	819				hypothetical protein
PDJKFJDK_03954	CDS	1188				hypothetical protein
PDJKFJDK_03955	tRNA	74				tRNA-Gln(ctg)
PDJKFJDK_03956	CDS	303				hypothetical protein
PDJKFJDK_03957	CDS	528				hypothetical protein
PDJKFJDK_03958	CDS	1158				hypothetical protein
PDJKFJDK_03959	CDS	480				hypothetical protein
PDJKFJDK_03960	CDS	2121				hypothetical protein
PDJKFJDK_03961	CDS	393				hypothetical protein
PDJKFJDK_03962	CDS	1653				hypothetical protein
PDJKFJDK_03963	CDS	402				hypothetical protein
PDJKFJDK_03964	CDS	318				hypothetical protein
PDJKFJDK_03965	CDS	417				hypothetical protein
PDJKFJDK_03966	CDS	273				hypothetical protein
PDJKFJDK_03967	CDS	210				hypothetical protein
PDJKFJDK_03968	CDS	384				hypothetical protein
PDJKFJDK_03969	CDS	576				hypothetical protein
PDJKFJDK_03970	CDS	1173				hypothetical protein
PDJKFJDK_03971	CDS	516				hypothetical protein
PDJKFJDK_03972	CDS	405				hypothetical protein
PDJKFJDK_03973	CDS	1233				hypothetical protein
PDJKFJDK_03974	CDS	1830	xerC_8			Tyrosine recombinase XerC
PDJKFJDK_03975	CDS	765				hypothetical protein
PDJKFJDK_03976	CDS	255	ldhA_1	1.1.1.28	COG1052	D-lactate dehydrogenase
PDJKFJDK_03977	CDS	954	gltC_4			HTH-type transcriptional regulator GltC
PDJKFJDK_03978	CDS	249				hypothetical protein
PDJKFJDK_03979	CDS	753				hypothetical protein
PDJKFJDK_03980	CDS	861				hypothetical protein
PDJKFJDK_03981	CDS	975		1.1.1.215	COG1052	2-ketogluconate reductase
PDJKFJDK_03982	CDS	1443	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
PDJKFJDK_03983	tRNA	85				tRNA-Leu(cag)
PDJKFJDK_03984	CDS	429				hypothetical protein
PDJKFJDK_03985	CDS	1026				hypothetical protein
PDJKFJDK_03986	CDS	753	ssuC_6		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PDJKFJDK_03987	CDS	762	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PDJKFJDK_03988	CDS	435				hypothetical protein
PDJKFJDK_03989	CDS	192				hypothetical protein
PDJKFJDK_03990	CDS	1620	prfC		COG4108	Peptide chain release factor RF3
PDJKFJDK_03991	CDS	744				hypothetical protein
PDJKFJDK_03992	tRNA	75				tRNA-Gln(ttg)
PDJKFJDK_03993	CDS	264				hypothetical protein
PDJKFJDK_03994	CDS	549				hypothetical protein
PDJKFJDK_03995	CDS	297				hypothetical protein
PDJKFJDK_03996	CDS	360				hypothetical protein
PDJKFJDK_03997	CDS	558				hypothetical protein
PDJKFJDK_03998	CDS	648				hypothetical protein
PDJKFJDK_03999	CDS	1644				hypothetical protein
PDJKFJDK_04000	CDS	1419				hypothetical protein
PDJKFJDK_04001	CDS	996				hypothetical protein
PDJKFJDK_04002	CDS	2061				hypothetical protein
PDJKFJDK_04003	CDS	1257				hypothetical protein
